id,datetime_AEST,datetime_local,location_id,location_name,BSP,DBT,NO2,O3,PM10,Sigma05,SWS,VWD,VWS
14,2022-01-01 13:00:00,2022-01-01 14:00:00,10022,Dandenong,18.073,31.371,2.499,46.018,,15.095,4.64,236.935,4.442
15,2022-01-01 14:00:00,2022-01-01 15:00:00,10022,Dandenong,13.491,34.284,2.251,45.909,14.141,16.955,3.98,222.323,3.553
16,2022-01-01 15:00:00,2022-01-01 16:00:00,10022,Dandenong,16.5,33.346,3.023,45.668,43.695,16.534,3.863,137.975,3.419
17,2022-01-01 16:00:00,2022-01-01 17:00:00,10022,Dandenong,10.14,32.048,2.487,37.418,,18.07,3.729,149.988,3.529
18,2022-01-01 17:00:00,2022-01-01 18:00:00,10022,Dandenong,12.392,29.345,5.252,35.312,20.94,19.07,3.195,155.134,2.946
19,2022-01-01 18:00:00,2022-01-01 19:00:00,10022,Dandenong,12.334,27.878,6.289,31.376,15.217,15.231,3.241,134.577,3.081
20,2022-01-01 19:00:00,2022-01-01 20:00:00,10022,Dandenong,11.017,27.088,7.398,28.83,22.838,14.753,2.88,137.296,2.782
21,2022-01-01 20:00:00,2022-01-01 21:00:00,10022,Dandenong,14.892,25.924,9.502,25.702,30.719,16.704,2.007,140.415,1.926
22,2022-01-01 21:00:00,2022-01-01 22:00:00,10022,Dandenong,15.393,24.667,6.492,28.14,28.441,22.747,1.6,164.475,1.457
23,2022-01-01 22:00:00,2022-01-01 23:00:00,10022,Dandenong,15.304,24.382,8.246,26.013,21.827,14.035,1.513,116.631,1.445
24,2022-01-01 23:00:00,2022-01-02 00:00:00,10022,Dandenong,14.986,23.932,5.635,26.233,28.527,18.221,1.323,129.989,1.093
25,2022-01-02 00:00:00,2022-01-02 01:00:00,10022,Dandenong,,23.791,,,18.262,21.034,1.252,147.887,1.136
26,2022-01-02 01:00:00,2022-01-02 02:00:00,10022,Dandenong,17.717,22.586,7.163,21.243,24.564,17.993,0.9,263.765,0.823
27,2022-01-02 02:00:00,2022-01-02 03:00:00,10022,Dandenong,17.808,22.761,7.044,20.886,24.911,24.288,0.969,227.814,0.83
28,2022-01-02 03:00:00,2022-01-02 04:00:00,10022,Dandenong,17.969,22.373,7.052,19.022,20.29,20.654,1.1,41.165,0.809
29,2022-01-02 04:00:00,2022-01-02 05:00:00,10022,Dandenong,18.907,22.322,8.261,16.497,17.426,23.066,1.204,21.488,1.04
30,2022-01-02 05:00:00,2022-01-02 06:00:00,10022,Dandenong,19.456,22.273,8.78,14.214,19.414,19.657,1.516,359.129,1.335
31,2022-01-02 06:00:00,2022-01-02 07:00:00,10022,Dandenong,20.739,22.633,11.205,12.794,24.305,20.861,1.446,349.923,1.319
32,2022-01-02 07:00:00,2022-01-02 08:00:00,10022,Dandenong,19.611,24.13,10.384,17.092,22.618,31.452,1.819,267.056,0.935
33,2022-01-02 08:00:00,2022-01-02 09:00:00,10022,Dandenong,19.87,25.007,10.142,20.142,19.806,36.838,1.406,302.293,0.576
34,2022-01-02 09:00:00,2022-01-02 10:00:00,10022,Dandenong,18.962,27.642,8.389,30.663,17.788,28.275,1.741,348.426,1.149
35,2022-01-02 10:00:00,2022-01-02 11:00:00,10022,Dandenong,21.121,27.943,11.518,33.239,35.501,14.549,2.837,249.77,2.71
36,2022-01-02 11:00:00,2022-01-02 12:00:00,10022,Dandenong,18.26,28.645,5.998,45.702,14.273,14.136,3.608,246.781,3.488
37,2022-01-02 12:00:00,2022-01-02 13:00:00,10022,Dandenong,12.332,31.331,2.921,47.663,12.298,17.252,3.909,224.742,3.665
38,2022-01-02 13:00:00,2022-01-02 14:00:00,10022,Dandenong,13.08,30.68,2.546,46.197,39.524,16.047,4.347,226.476,4.18
39,2022-01-02 14:00:00,2022-01-02 15:00:00,10022,Dandenong,15.756,28.359,2.427,31.665,33.266,13.783,5.593,225.845,5.431
40,2022-01-02 15:00:00,2022-01-02 16:00:00,10022,Dandenong,16.257,26.21,2.4,26.448,26.675,14.629,4.676,216.402,4.326
41,2022-01-02 16:00:00,2022-01-02 17:00:00,10022,Dandenong,16.294,24.653,2.707,22.3,30.698,20.322,3.526,155.135,3.298
42,2022-01-02 17:00:00,2022-01-02 18:00:00,10022,Dandenong,14.417,23.912,1.801,21.409,,21.747,3.441,152.168,3.201
43,2022-01-02 18:00:00,2022-01-02 19:00:00,10022,Dandenong,14.397,22.504,1.488,17.757,14.551,20.723,3.347,158.14,3.099
44,2022-01-02 19:00:00,2022-01-02 20:00:00,10022,Dandenong,16.271,20.019,1.593,14.212,16.028,18.185,3.421,163.894,3.267
45,2022-01-02 20:00:00,2022-01-02 21:00:00,10022,Dandenong,17.427,19.281,1.551,13.974,13.854,19.258,3.019,166.629,2.862
46,2022-01-02 21:00:00,2022-01-02 22:00:00,10022,Dandenong,14.973,19.062,1.295,13.385,9.966,16.948,3.044,166.966,2.87
47,2022-01-02 22:00:00,2022-01-02 23:00:00,10022,Dandenong,13.19,18.702,1.591,12.16,11.787,19.501,2.896,159.688,2.723
48,2022-01-02 23:00:00,2022-01-03 00:00:00,10022,Dandenong,12.33,18.029,1.389,11.353,5.608,19.809,2.881,146.879,2.724
49,2022-01-03 00:00:00,2022-01-03 01:00:00,10022,Dandenong,,17.676,,,8.394,18.124,3.066,146.718,2.871
50,2022-01-03 01:00:00,2022-01-03 02:00:00,10022,Dandenong,11.737,17.362,1.412,11.764,6.358,18.187,2.985,150.002,2.841
51,2022-01-03 02:00:00,2022-01-03 03:00:00,10022,Dandenong,11.302,17.074,0.915,13.129,6.313,18.387,2.971,147.106,2.828
52,2022-01-03 03:00:00,2022-01-03 04:00:00,10022,Dandenong,11.918,16.986,1.293,12.479,15.073,19.212,2.486,162.024,2.347
53,2022-01-03 04:00:00,2022-01-03 05:00:00,10022,Dandenong,12.328,16.934,1.787,11.762,16.999,17.946,2.491,172.602,2.339
54,2022-01-03 05:00:00,2022-01-03 06:00:00,10022,Dandenong,12.808,16.602,1.698,11.658,18.008,18.478,2.335,169.829,2.158
55,2022-01-03 06:00:00,2022-01-03 07:00:00,10022,Dandenong,13.464,17.623,2.844,10.599,19.12,22.024,2.111,161.273,1.938
56,2022-01-03 07:00:00,2022-01-03 08:00:00,10022,Dandenong,11.534,18.467,1.864,12.379,10.25,21.14,2.971,144.5,2.708
57,2022-01-03 08:00:00,2022-01-03 09:00:00,10022,Dandenong,9.824,19.486,1.932,13.407,8.847,19.889,3.063,147.412,2.83
58,2022-01-03 09:00:00,2022-01-03 10:00:00,10022,Dandenong,9.531,20.359,1.103,14.737,15.129,20.039,3.182,163.21,2.853
59,2022-01-03 10:00:00,2022-01-03 11:00:00,10022,Dandenong,9.966,21.498,1.008,16.515,12.15,22.008,3.096,174.52,2.745
60,2022-01-03 11:00:00,2022-01-03 12:00:00,10022,Dandenong,9.23,22.836,0.94,19.735,13.937,22.15,3.598,179.874,3.273
61,2022-01-03 12:00:00,2022-01-03 13:00:00,10022,Dandenong,9.293,22.754,1.061,19.675,17.056,21.359,3.434,163.792,3.075
62,2022-01-03 13:00:00,2022-01-03 14:00:00,10022,Dandenong,9.263,23.008,1.259,21.016,14.777,21.397,3.725,160.877,3.225
63,2022-01-03 14:00:00,2022-01-03 15:00:00,10022,Dandenong,9.563,23.284,1.294,20.33,17.691,24.909,3.57,174.271,3.166
64,2022-01-03 15:00:00,2022-01-03 16:00:00,10022,Dandenong,10.194,22.574,1.348,19.128,19.088,24.077,3.481,155.755,3.177
65,2022-01-03 16:00:00,2022-01-03 17:00:00,10022,Dandenong,10.352,22.037,1.056,18.863,14.009,22.881,3.652,163.997,3.291
66,2022-01-03 17:00:00,2022-01-03 18:00:00,10022,Dandenong,9.423,21.256,1.083,18.008,12.643,21.448,3.515,171.527,3.178
67,2022-01-03 18:00:00,2022-01-03 19:00:00,10022,Dandenong,10.439,19.535,1.236,15.91,22.095,19.791,3.473,167.085,3.232
68,2022-01-03 19:00:00,2022-01-03 20:00:00,10022,Dandenong,15.967,17.749,1.325,15.353,27.479,16.793,3.264,172.33,3.112
69,2022-01-03 20:00:00,2022-01-03 21:00:00,10022,Dandenong,20.262,17.481,1.78,15.498,24.614,14.869,3.501,187.449,3.373
70,2022-01-03 21:00:00,2022-01-03 22:00:00,10022,Dandenong,19.961,17.421,1.678,14.266,24.579,14.97,3.598,191.193,3.477
71,2022-01-03 22:00:00,2022-01-03 23:00:00,10022,Dandenong,19.278,17.268,1.587,13.4,22.082,16.214,3.003,178.111,2.884
72,2022-01-03 23:00:00,2022-01-04 00:00:00,10022,Dandenong,19.375,17.117,1.143,13.818,20.523,13.958,3.039,188.238,2.938
73,2022-01-04 00:00:00,2022-01-04 01:00:00,10022,Dandenong,,17.141,,,20.764,20.075,1.904,178.223,1.78
74,2022-01-04 01:00:00,2022-01-04 02:00:00,10022,Dandenong,20.326,17.27,0.847,14.408,23.719,15.82,2.367,186.452,2.269
75,2022-01-04 02:00:00,2022-01-04 03:00:00,10022,Dandenong,21.814,17.084,1.403,14.062,27.035,18.857,2.805,167.153,2.592
76,2022-01-04 03:00:00,2022-01-04 04:00:00,10022,Dandenong,27.176,16.056,2.636,12.382,29.725,17.664,2.27,169.346,2.037
77,2022-01-04 04:00:00,2022-01-04 05:00:00,10022,Dandenong,35.658,16.184,6.807,8.197,19.217,17.011,1.846,206.292,1.728
78,2022-01-04 05:00:00,2022-01-04 06:00:00,10022,Dandenong,31.562,16.845,8.193,7.321,22.023,13.616,2.509,209.999,2.428
79,2022-01-04 06:00:00,2022-01-04 07:00:00,10022,Dandenong,42.69,17.728,8.85,7.775,27.907,15.535,2.656,183.128,2.546
80,2022-01-04 07:00:00,2022-01-04 08:00:00,10022,Dandenong,31.608,18.35,7.343,9.159,31.57,19.269,2.388,169.887,2.205
81,2022-01-04 08:00:00,2022-01-04 09:00:00,10022,Dandenong,,19.284,,,26.24,15.041,3.072,132.174,2.923
82,2022-01-04 09:00:00,2022-01-04 10:00:00,10022,Dandenong,,19.484,,,35.324,16.589,2.807,129.186,2.67
83,2022-01-04 10:00:00,2022-01-04 11:00:00,10022,Dandenong,36.129,19.915,8.433,9.2,28.491,21.337,2.341,153.763,2.082
84,2022-01-04 11:00:00,2022-01-04 12:00:00,10022,Dandenong,31.881,20.854,4.709,13.849,26.52,18.334,2.192,195.513,2.048
85,2022-01-04 12:00:00,2022-01-04 13:00:00,10022,Dandenong,37.683,21.514,5.608,14.359,29.244,19.667,2.587,214.637,2.424
86,2022-01-04 13:00:00,2022-01-04 14:00:00,10022,Dandenong,24.406,22.133,5.717,14.503,26.38,17.01,2.867,238.476,2.715
87,2022-01-04 14:00:00,2022-01-04 15:00:00,10022,Dandenong,24.142,24.291,3.787,16.786,18.991,23.122,2.506,234.533,2.327
88,2022-01-04 15:00:00,2022-01-04 16:00:00,10022,Dandenong,21.545,24.946,3.548,19.028,17.92,26.398,2.48,225.988,1.718
89,2022-01-04 16:00:00,2022-01-04 17:00:00,10022,Dandenong,15.487,25.155,3.35,15.233,14.932,20.348,3.956,156.556,3.716
90,2022-01-04 17:00:00,2022-01-04 18:00:00,10022,Dandenong,25.306,24.96,3.714,13.305,20.045,15.442,5.751,139.721,5.513
91,2022-01-04 18:00:00,2022-01-04 19:00:00,10022,Dandenong,58.042,23.715,4.489,15.114,32.029,11.614,6.231,124.04,6.098
92,2022-01-04 19:00:00,2022-01-04 20:00:00,10022,Dandenong,46.249,22.215,6.707,11.297,23.125,11.934,6.147,125.856,6.013
93,2022-01-04 20:00:00,2022-01-04 21:00:00,10022,Dandenong,29.525,21.456,5.615,8.235,18.438,13.016,5.7,126.337,5.536
94,2022-01-04 21:00:00,2022-01-04 22:00:00,10022,Dandenong,31.562,21.024,5.372,8.031,16.211,13.664,5.829,129.982,5.67
95,2022-01-04 22:00:00,2022-01-04 23:00:00,10022,Dandenong,26.451,20.678,6.222,6.371,8.67,13.331,4.489,131.331,4.361
96,2022-01-04 23:00:00,2022-01-05 00:00:00,10022,Dandenong,32.324,20.486,3.702,9.354,11.127,11.726,6.16,126.075,6.035
97,2022-01-05 00:00:00,2022-01-05 01:00:00,10022,Dandenong,,20.422,,,9.008,11.486,6.125,122.685,6.005
98,2022-01-05 01:00:00,2022-01-05 02:00:00,10022,Dandenong,33.754,20.454,4.65,10.09,21.795,11.722,5.318,123.623,5.208
99,2022-01-05 02:00:00,2022-01-05 03:00:00,10022,Dandenong,32.225,20.412,3.093,10.97,22.084,11.103,5.18,120.669,5.082
100,2022-01-05 03:00:00,2022-01-05 04:00:00,10022,Dandenong,23.27,20.461,2.712,10.713,17.313,11.498,5.117,124.026,5.012
101,2022-01-05 04:00:00,2022-01-05 05:00:00,10022,Dandenong,21.211,20.271,4.132,9.495,12.824,11.047,5.264,116.473,5.163
102,2022-01-05 05:00:00,2022-01-05 06:00:00,10022,Dandenong,18.375,20.377,5.706,8.265,16.816,11.753,4.82,115.967,4.72
103,2022-01-05 06:00:00,2022-01-05 07:00:00,10022,Dandenong,16.122,21.127,5.78,7.63,16.092,13.135,4.392,114.124,4.282
104,2022-01-05 07:00:00,2022-01-05 08:00:00,10022,Dandenong,14.79,21.842,4.713,8.086,22.314,11.443,5.906,116.434,5.786
105,2022-01-05 08:00:00,2022-01-05 09:00:00,10022,Dandenong,11.952,22.132,4.295,9.291,16.608,12.189,6.056,111.959,5.925
106,2022-01-05 09:00:00,2022-01-05 10:00:00,10022,Dandenong,13.456,21.57,4.11,9.673,13.479,11.872,5.869,111.144,5.744
107,2022-01-05 10:00:00,2022-01-05 11:00:00,10022,Dandenong,12.913,21.753,3.712,10.587,12.281,12.782,5.455,108.121,5.323
108,2022-01-05 11:00:00,2022-01-05 12:00:00,10022,Dandenong,11.944,23.813,3.525,12.019,15.685,12.432,5.975,107.547,5.844
109,2022-01-05 12:00:00,2022-01-05 13:00:00,10022,Dandenong,13.613,24.503,2.955,13.295,21.316,11.981,6.676,109.316,6.533
110,2022-01-05 13:00:00,2022-01-05 14:00:00,10022,Dandenong,10.443,24.132,3.961,11.874,11.375,12.494,5.065,108.894,4.942
111,2022-01-05 14:00:00,2022-01-05 15:00:00,10022,Dandenong,10.803,27.274,2.916,12.648,11.687,14.45,5.2,108.939,5.043
112,2022-01-05 15:00:00,2022-01-05 16:00:00,10022,Dandenong,11.975,27.654,2.424,13.058,20.939,14.546,4.792,104.956,4.635
113,2022-01-05 16:00:00,2022-01-05 17:00:00,10022,Dandenong,12.647,27.188,2.596,13.565,25.32,12.679,5.653,117.991,5.495
114,2022-01-05 17:00:00,2022-01-05 18:00:00,10022,Dandenong,13.414,25.631,2.607,13.66,30.17,12.344,6.359,118.954,6.212
115,2022-01-05 18:00:00,2022-01-05 19:00:00,10022,Dandenong,9.977,23.759,2.954,12.768,21.911,11.59,6.058,114.712,5.935
116,2022-01-05 19:00:00,2022-01-05 20:00:00,10022,Dandenong,8.399,21.838,3.227,11.698,11.165,11.282,5.579,113.403,5.471
117,2022-01-05 20:00:00,2022-01-05 21:00:00,10022,Dandenong,6.963,20.883,3.043,10.531,7.458,13.051,4.923,110.323,4.797
118,2022-01-05 21:00:00,2022-01-05 22:00:00,10022,Dandenong,8.167,20.191,2.574,10.342,4.744,12.481,4.563,109.556,4.443
119,2022-01-05 22:00:00,2022-01-05 23:00:00,10022,Dandenong,7.502,20.039,2.157,10.798,3.546,12.528,4.106,109.84,4.012
120,2022-01-05 23:00:00,2022-01-06 00:00:00,10022,Dandenong,5.05,20.275,1.466,12.865,-1.62,11.609,4.01,108.6,3.922
121,2022-01-06 00:00:00,2022-01-06 01:00:00,10022,Dandenong,,20.157,,,2.07,12.135,3.747,110.237,3.66
122,2022-01-06 01:00:00,2022-01-06 02:00:00,10022,Dandenong,4.004,20.181,1.441,11.435,5.51,11.956,3.297,113.016,3.226
123,2022-01-06 02:00:00,2022-01-06 03:00:00,10022,Dandenong,2.872,20.472,1.406,11.577,3.535,12.541,3.607,108.327,3.526
124,2022-01-06 03:00:00,2022-01-06 04:00:00,10022,Dandenong,2.817,20.621,2.325,10.486,8.727,11.821,3.649,115.632,3.57
125,2022-01-06 04:00:00,2022-01-06 05:00:00,10022,Dandenong,3.002,19.905,6.372,5.393,13.139,11.431,3.299,117.011,3.232
126,2022-01-06 05:00:00,2022-01-06 06:00:00,10022,Dandenong,5.867,19.915,8.834,2.498,12.584,12.232,2.618,116.048,2.554
127,2022-01-06 06:00:00,2022-01-06 07:00:00,10022,Dandenong,7.293,20.233,8.022,2.732,22.296,12.92,2.748,119.358,2.654
128,2022-01-06 07:00:00,2022-01-06 08:00:00,10022,Dandenong,5.536,21.661,3.449,6.025,5.669,15.75,2.376,99.002,2.285
129,2022-01-06 08:00:00,2022-01-06 09:00:00,10022,Dandenong,5.244,24.173,3.404,8.592,6.985,20.328,2.057,99.903,1.895
130,2022-01-06 09:00:00,2022-01-06 10:00:00,10022,Dandenong,6.759,25.367,6.087,10.401,5.228,16.153,1.988,112.754,1.899
131,2022-01-06 10:00:00,2022-01-06 11:00:00,10022,Dandenong,6.843,27.115,5.754,14.797,13.644,22.874,1.96,101.182,1.811
132,2022-01-06 11:00:00,2022-01-06 12:00:00,10022,Dandenong,4.944,28.644,,20.218,8.099,19.698,2.707,97.527,2.513
133,2022-01-06 12:00:00,2022-01-06 13:00:00,10022,Dandenong,6.221,30.332,3.68,21.706,10.399,24.07,2.594,88.823,1.999
134,2022-01-06 13:00:00,2022-01-06 14:00:00,10022,Dandenong,8.123,30.958,,24.237,10.412,23.262,2.398,70.373,1.844
135,2022-01-06 14:00:00,2022-01-06 15:00:00,10022,Dandenong,10.537,29.021,,21.832,50.012,20.444,3.326,11.91,3.002
136,2022-01-06 15:00:00,2022-01-06 16:00:00,10022,Dandenong,14.145,29.444,,25.524,40.766,20.552,3.016,261.08,2.493
137,2022-01-06 16:00:00,2022-01-06 17:00:00,10022,Dandenong,16.735,30.011,,29.012,9.797,17.455,3.185,211.945,2.858
138,2022-01-06 17:00:00,2022-01-06 18:00:00,10022,Dandenong,15.333,30.04,,32.029,10.492,17.834,2.638,233.99,2.405
139,2022-01-06 18:00:00,2022-01-06 19:00:00,10022,Dandenong,12.773,27.91,,31.007,10.446,15.158,2.233,240.816,2.105
140,2022-01-06 19:00:00,2022-01-06 20:00:00,10022,Dandenong,12.443,26.973,,29.072,15.904,21.221,1.62,343.438,0.834
141,2022-01-06 20:00:00,2022-01-06 21:00:00,10022,Dandenong,6.032,26.499,,28.308,6.665,18.402,2.449,350.209,2.314
142,2022-01-06 21:00:00,2022-01-06 22:00:00,10022,Dandenong,5.577,25.56,,27.335,9.357,17.62,2.199,352.869,2.097
143,2022-01-06 22:00:00,2022-01-06 23:00:00,10022,Dandenong,5.424,24.772,,26.373,6.089,19.516,1.543,332.738,1.439
144,2022-01-06 23:00:00,2022-01-07 00:00:00,10022,Dandenong,6.012,23.397,,21.346,8.073,10.386,1.272,342.94,1.228
145,2022-01-07 00:00:00,2022-01-07 01:00:00,10022,Dandenong,,22.469,,,26.462,14.823,1.18,302.993,1.029
146,2022-01-07 01:00:00,2022-01-07 02:00:00,10022,Dandenong,15.352,21.269,,11.08,23.02,12.325,0.86,354.228,0.557
147,2022-01-07 02:00:00,2022-01-07 03:00:00,10022,Dandenong,16.832,21.728,,10.208,24.126,13.572,1.251,244.234,1.204
148,2022-01-07 03:00:00,2022-01-07 04:00:00,10022,Dandenong,18.389,21.823,,9.79,14.911,13.853,1.26,236.562,1.212
149,2022-01-07 04:00:00,2022-01-07 05:00:00,10022,Dandenong,19.447,21.149,,6.121,13.55,15.809,0.593,345.576,0.336
150,2022-01-07 05:00:00,2022-01-07 06:00:00,10022,Dandenong,18.134,20.515,,1.13,11.897,15.777,0.748,44.88,0.702
151,2022-01-07 06:00:00,2022-01-07 07:00:00,10022,Dandenong,16.878,21.334,,1.934,8.323,21.861,0.746,57.849,0.677
152,2022-01-07 07:00:00,2022-01-07 08:00:00,10022,Dandenong,11.258,23.419,,,6.475,22.003,1.211,65.229,1.088
153,2022-01-07 08:00:00,2022-01-07 09:00:00,10022,Dandenong,9.904,23.86,,,13.576,21.79,1.104,69.075,0.913
154,2022-01-07 09:00:00,2022-01-07 10:00:00,10022,Dandenong,13.397,20.604,,,46.944,37.535,1.609,23.304,1.239
155,2022-01-07 10:00:00,2022-01-07 11:00:00,10022,Dandenong,6.597,22.705,,,16.141,22.185,2.083,0.394,1.904
156,2022-01-07 11:00:00,2022-01-07 12:00:00,10022,Dandenong,9.131,23.355,,,11.902,26.437,1.409,234.468,0.815
157,2022-01-07 12:00:00,2022-01-07 13:00:00,10022,Dandenong,14.167,24.457,,,23.601,33.083,1.18,303.766,0.171
158,2022-01-07 13:00:00,2022-01-07 14:00:00,10022,Dandenong,14.548,20.841,,24.001,,20.0,3.083,273.605,2.851
159,2022-01-07 14:00:00,2022-01-07 15:00:00,10022,Dandenong,11.664,23.342,,30.072,18.502,31.753,1.609,290.73,1.19
160,2022-01-07 15:00:00,2022-01-07 16:00:00,10022,Dandenong,6.446,26.024,,36.753,,33.489,1.855,235.602,1.427
161,2022-01-07 16:00:00,2022-01-07 17:00:00,10022,Dandenong,9.071,25.615,,39.318,25.749,14.55,4.542,225.94,4.374
162,2022-01-07 17:00:00,2022-01-07 18:00:00,10022,Dandenong,16.581,22.383,,34.387,17.009,15.893,3.518,218.408,3.297
163,2022-01-07 18:00:00,2022-01-07 19:00:00,10022,Dandenong,17.593,22.774,,27.766,,19.94,1.781,88.164,0.779
164,2022-01-07 19:00:00,2022-01-07 20:00:00,10022,Dandenong,16.064,21.953,,28.634,22.785,18.703,3.529,244.016,3.132
165,2022-01-07 20:00:00,2022-01-07 21:00:00,10022,Dandenong,27.519,19.827,,30.129,20.916,13.108,4.101,233.939,3.973
166,2022-01-07 21:00:00,2022-01-07 22:00:00,10022,Dandenong,30.612,19.125,,28.985,11.327,14.153,2.891,230.744,2.789
167,2022-01-07 22:00:00,2022-01-07 23:00:00,10022,Dandenong,24.166,18.744,,27.9,3.518,14.687,2.944,233.697,2.845
168,2022-01-07 23:00:00,2022-01-08 00:00:00,10022,Dandenong,20.486,18.609,,26.561,7.246,14.522,2.577,224.722,2.475
169,2022-01-08 00:00:00,2022-01-08 01:00:00,10022,Dandenong,,18.918,,,6.909,13.791,2.241,242.239,2.167
170,2022-01-08 01:00:00,2022-01-08 02:00:00,10022,Dandenong,13.831,18.993,,21.848,8.466,14.138,2.642,230.27,2.539
171,2022-01-08 02:00:00,2022-01-08 03:00:00,10022,Dandenong,10.739,18.804,,17.481,6.215,14.481,2.506,229.867,2.417
172,2022-01-08 03:00:00,2022-01-08 04:00:00,10022,Dandenong,7.438,18.43,,12.143,4.797,13.333,2.686,231.249,2.613
173,2022-01-08 04:00:00,2022-01-08 05:00:00,10022,Dandenong,11.446,18.258,,9.499,2.164,15.378,2.675,212.336,2.571
174,2022-01-08 05:00:00,2022-01-08 06:00:00,10022,Dandenong,7.014,18.204,,7.332,,15.274,2.038,193.757,1.971
175,2022-01-08 06:00:00,2022-01-08 07:00:00,10022,Dandenong,4.95,18.423,,7.152,2.534,16.145,1.812,193.955,1.742
176,2022-01-08 07:00:00,2022-01-08 08:00:00,10022,Dandenong,9.113,18.225,,8.563,3.788,16.548,2.276,193.176,2.166
177,2022-01-08 08:00:00,2022-01-08 09:00:00,10022,Dandenong,10.473,18.216,,9.468,9.472,16.123,1.902,195.079,1.815
178,2022-01-08 09:00:00,2022-01-08 10:00:00,10022,Dandenong,13.369,18.694,,11.117,2.995,18.919,2.523,223.683,2.322
179,2022-01-08 10:00:00,2022-01-08 11:00:00,10022,Dandenong,15.714,19.075,,12.294,7.392,14.418,3.86,221.761,3.707
180,2022-01-08 11:00:00,2022-01-08 12:00:00,10022,Dandenong,14.363,19.459,,13.18,9.325,15.35,3.671,231.075,3.53
181,2022-01-08 12:00:00,2022-01-08 13:00:00,10022,Dandenong,12.181,19.944,,14.364,5.725,14.267,3.978,233.169,3.84
182,2022-01-08 13:00:00,2022-01-08 14:00:00,10022,Dandenong,13.155,20.222,,16.009,6.704,14.494,4.399,232.484,4.255
183,2022-01-08 14:00:00,2022-01-08 15:00:00,10022,Dandenong,13.794,20.705,,16.256,7.169,17.704,3.936,228.923,3.755
184,2022-01-08 15:00:00,2022-01-08 16:00:00,10022,Dandenong,15.916,21.312,,16.941,9.427,19.68,3.352,225.593,3.124
185,2022-01-08 16:00:00,2022-01-08 17:00:00,10022,Dandenong,16.022,21.875,,18.371,12.047,18.669,3.065,218.76,2.855
186,2022-01-08 17:00:00,2022-01-08 18:00:00,10022,Dandenong,15.409,21.306,,16.059,15.599,16.076,3.589,224.38,3.425
187,2022-01-08 18:00:00,2022-01-08 19:00:00,10022,Dandenong,19.251,19.674,,14.008,14.961,12.098,4.209,223.671,4.109
188,2022-01-08 19:00:00,2022-01-08 20:00:00,10022,Dandenong,20.187,18.552,,11.992,18.582,16.763,2.756,188.484,2.36
189,2022-01-08 20:00:00,2022-01-08 21:00:00,10022,Dandenong,15.967,17.762,,10.417,9.849,20.104,2.344,161.363,2.178
190,2022-01-08 21:00:00,2022-01-08 22:00:00,10022,Dandenong,13.191,17.397,,11.703,10.366,19.495,2.36,170.149,2.24
191,2022-01-08 22:00:00,2022-01-08 23:00:00,10022,Dandenong,11.611,17.007,,12.368,8.005,20.621,2.295,163.116,2.154
192,2022-01-08 23:00:00,2022-01-09 00:00:00,10022,Dandenong,13.874,16.777,,10.572,10.928,18.628,2.044,149.515,1.907
193,2022-01-09 00:00:00,2022-01-09 01:00:00,10022,Dandenong,,16.841,,,8.234,20.148,1.902,153.869,1.757
